,animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_status,animal_remark,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,cDate,shelter_address,shelter_tel,year,month,day,animal_Variety_converted,animal_area,animal_shelter
781,334781,1121952,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,棕黑色,ADULT,F,F,大埔中路,OPEN,,2023-11-16,2999-12-31,2023/11/16,2023/11/16,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1700113001233.png,2023/11/16,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,11,16,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
782,313585,GAAAG1120619002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,咖啡色,ADULT,T,F,中山路,OPEN,,2023-06-19,2999-12-31,2023/11/16,2023/06/19,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1697183459544.png,2023/11/16,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,06,19,米克斯,彰化縣,彰化縣流浪狗中途之家
783,334654,AAADG2023111504,3,50,新北市板橋區公立動物之家,狗,威爾斯柯基犬              ,M,SMALL,黃白色,ADULT,F,F,山佳火車站,OPEN,,,2999-12-31,2023/11/16,2023/11/15,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1700024338961.png,2023/11/16,新北市板橋區板城路28-1號,02-89662158,2023,11,15,威爾斯柯基犬,新北市,新北市板橋區公立動物之家
784,330872,PAAAG1121023029,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,MEDIUM,黑色,CHILD,F,F,,OPEN,,2023-11-06,2999-12-31,2023/11/16,2023/10/23,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1698109152641.png,2023/11/16,澎湖縣馬公市烏崁里260、261號,06-9213559,2023,10,23,米克斯,澎湖縣,澎湖縣流浪動物收容中心
785,322039,PAAAG1120821028,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,F,F,東衛里207號副供應站前,OPEN,,2023-09-04,2999-12-31,2023/11/16,2023/08/21,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1692750975341.png,2023/11/16,澎湖縣馬公市烏崁里260、261號,06-9213559,2023,08,21,米克斯,澎湖縣,澎湖縣流浪動物收容中心
786,321339,PAAAG1120816025,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,SMALL,黑黃色,CHILD,F,F,雙湖園賞鳥亭旁,OPEN,,2023-08-28,2999-12-31,2023/11/16,2023/08/16,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1698459769016.png,2023/11/16,澎湖縣馬公市烏崁里260、261號,06-9213559,2023,08,16,米克斯,澎湖縣,澎湖縣流浪動物收容中心
787,321338,PAAAG1120816024,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,F,F,96-1(大澎湖驗車對面),OPEN,,2023-08-28,2999-12-31,2023/11/16,2023/08/16,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1692250969058.png,2023/11/16,澎湖縣馬公市烏崁里260、261號,06-9213559,2023,08,16,米克斯,澎湖縣,澎湖縣流浪動物收容中心
788,334722,1121949,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黑色,ADULT,F,F,聖湖新村,OPEN,,2023-11-15,2999-12-31,2023/11/16,2023/11/15,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1700098636831.png,2023/11/16,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,11,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
789,333295,CAAAG1121107004,6,61,桃園市動物保護教育園區,狗,貴賓犬        ,F,SMALL,咖啡色,ADULT,F,F,中福里文中路一段,OPEN,,2023-11-16,2999-12-31,2023/11/16,2023/11/07,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1699335913831.png,2023/11/16,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760,2023,11,07,貴賓犬,桃園縣,桃園市動物保護教育園區
790,334709,1121947,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,BIG,黑色,ADULT,F,F,員山路三段,OPEN,,2023-11-15,2999-12-31,2023/11/15,2023/11/15,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1700036111083.png,2023/11/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,11,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
791,313467,CAAAG1120619011,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,SMALL,黃色,CHILD,F,F,瑞仁路,OPEN,,2023-06-19,2999-12-31,2023/11/15,2023/06/19,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1687165470802.png,2023/11/15,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760,2023,06,19,米克斯,桃園縣,桃園市動物保護教育園區
792,198430,DAAAG1100315003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑白色,CHILD,T,F,竹北,OPEN,(已由民間人士代養)親人可觸摸可抱抱個性溫和；1121110已回所,2021-03-15,2999-12-31,2023/11/15,2021/03/15,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/590719a5-8cec-45ea-9c80-1749cf1d8970.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,03,15,米克斯,新竹縣,新竹縣動物收容所
793,207845,DAAAG1100524003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,橫山豐田村,OPEN,(已由民間人士代養)；1121110已回所,2021-05-24,2999-12-31,2023/11/15,2021/05/24,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/b8b66f63-f239-48b7-b746-7d2b16c6193f.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,05,24,米克斯,新竹縣,新竹縣動物收容所
794,287857,OAAAG1111215005,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑白色,CHILD,T,F,所內生產，媽媽1110241,OPEN,,2023-02-13,2999-12-31,2023/11/15,2022/12/15,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1671076035391.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2022,12,15,米克斯,花蓮縣,花蓮縣流浪犬中途之家
795,287850,OAAAG1111215001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黑色,CHILD,T,F,所內生產，媽媽1110241,OPEN,,2023-02-13,2999-12-31,2023/11/15,2022/12/15,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1671075319662.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2022,12,15,米克斯,花蓮縣,花蓮縣流浪犬中途之家
796,326156,OAAAG1120920002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,白色,CHILD,T,F,佛祖街386號,OPEN,,2023-10-13,2999-12-31,2023/11/15,2023/09/20,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1695190830013.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,09,20,米克斯,花蓮縣,花蓮縣流浪犬中途之家
797,334690,1121942,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黃色,ADULT,F,F,三星路二段,OPEN,,2023-11-15,2999-12-31,2023/11/15,2023/11/15,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1700031034019.png,2023/11/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,11,15,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
798,330483,OAAAG1121020005,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,咖啡色,ADULT,T,F,飛行場附近,OPEN,,2023-11-01,2999-12-31,2023/11/15,2023/10/20,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1697783472600.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,10,20,米克斯,花蓮縣,花蓮縣流浪犬中途之家
799,330485,OAAAG1121020006,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,咖啡色,ADULT,T,F,飛行場附近,OPEN,,2023-11-01,2999-12-31,2023/11/15,2023/10/20,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1697783562598.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,10,20,米克斯,花蓮縣,花蓮縣流浪犬中途之家
800,330603,MAAAG1121021008,18,77,屏東縣公立犬貓中途之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,屏東市河堤,OPEN,,,2999-12-31,2023/11/15,2023/10/18,屏東縣公立犬貓中途之家,https://www.pet.gov.tw/upload/pic/1697870028953.png,2023/11/15,屏東縣內埔鄉學府路1號(屏東科技大學內),09-0049-3311,2023,10,18,米克斯,屏東縣,屏東縣流浪動物收容所
801,332407,OAAAG1121101002,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,南海十一街332號,OPEN,,2023-11-16,2999-12-31,2023/11/15,2023/11/01,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1698810239887.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,11,01,米克斯,花蓮縣,花蓮縣流浪犬中途之家
802,334074,MAAAG1121111013,18,77,屏東縣公立犬貓中途之家,狗,貴賓犬        ,M,MEDIUM,棕色,ADULT,F,F,恆春鎮中正路232巷,OPEN,公告尋找飼主中 暫不開放認養,,2999-12-31,2023/11/15,2023/11/09,屏東縣公立犬貓中途之家,https://www.pet.gov.tw/upload/pic/1699671567150.png,2023/11/15,屏東縣內埔鄉學府路1號(屏東科技大學內),09-0049-3311,2023,11,09,貴賓犬,屏東縣,屏東縣流浪動物收容所
803,334667,MAAAG1121115001,18,77,屏東縣公立犬貓中途之家,狗,威爾斯柯基犬              ,F,MEDIUM,黃白色,ADULT,N,F,枋山鄉加祿村,OPEN,犬隻公告尋找飼主中 暫無開放認養,,2999-12-31,2023/11/15,2023/11/13,屏東縣公立犬貓中途之家,https://www.pet.gov.tw/upload/pic/1700028724059.png,2023/11/15,屏東縣內埔鄉學府路1號(屏東科技大學內),09-0049-3311,2023,11,13,威爾斯柯基犬,屏東縣,屏東縣流浪動物收容所
804,245726,DAAAG1110309003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,湖口,OPEN,入所時約2-3個月 有短短尾巴  親人 活潑 散步會跟隨不亂跑,2022-03-09,2999-12-31,2023/11/15,2022/03/09,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/529030cf-ef32-4362-947f-23081ce01d8f.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,03,09,米克斯,新竹縣,新竹縣動物收容所
805,245728,DAAAG1110309004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,湖口,OPEN,入所時約2-3個月  親人 親狗 活潑,2022-03-09,2999-12-31,2023/11/15,2022/03/09,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/a25897cf-adb6-4b6a-9f36-b80755efde68.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,03,09,米克斯,新竹縣,新竹縣動物收容所
806,268827,DAAAG1110809004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,新埔,OPEN,"111.8.9入所約4-5個月,右股骨骨折   111.8.22 驅蟲藥(項圈藍)",2022-08-09,2999-12-31,2023/11/15,2022/08/09,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1674101226331.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,08,09,米克斯,新竹縣,新竹縣動物收容所
807,245730,DAAAG1110309006,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,芎林鄉,OPEN,親人 (項圈黃),2022-03-09,2999-12-31,2023/11/15,2022/03/09,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/0d7fad46-2f6a-4a31-8710-8c6a4469d045.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,03,09,米克斯,新竹縣,新竹縣動物收容所
808,276713,DAAAG1111003004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,虎斑色,CHILD,T,F,新豐,OPEN,出生日為111.08.13     111.10.3已驅蟲 ,2022-10-03,2999-12-31,2023/11/15,2022/10/03,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1674100070520.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,10,03,米克斯,新竹縣,新竹縣動物收容所
809,271727,DAAAG1110829004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,五峰,OPEN,111.8.29入所 約1.5-2月   829除蚤  皮膚脫毛處塗抹軟膏,2022-08-29,2999-12-31,2023/11/15,2022/08/29,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1674101485538.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,08,29,米克斯,新竹縣,新竹縣動物收容所
810,245270,DAAAG1110307010,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,芎林鄉,OPEN,入所時約出生2週   小害羞  親人愛笑,2022-06-16,2999-12-31,2023/11/15,2022/03/07,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/eb9fbac5-4b06-408d-80f0-2d22c0b722a3.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,03,07,米克斯,新竹縣,新竹縣動物收容所
811,271720,DAAAG1110829003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,五峰,OPEN,111.8.29入所 約1.5-2月   829除蚤 ,2022-08-29,2999-12-31,2023/11/15,2022/08/29,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1674101585716.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,08,29,米克斯,新竹縣,新竹縣動物收容所
812,268824,DAAAG1110809003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,新埔,OPEN,111.8.9入所約4-5個月    111.8.22驅蟲藥,2022-08-09,2999-12-31,2023/11/15,2022/08/09,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1674101128690.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,08,09,米克斯,新竹縣,新竹縣動物收容所
813,174644,DAAAG1090829002,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,SMALL,黑棕色,ADULT,T,F,新竹縣尖石鄉,OPEN,,2020-08-29,2999-12-31,2023/11/15,2020/08/29,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1681871030223.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2020,08,29,米克斯,新竹縣,新竹縣動物收容所
814,299001,DAAAG1120314003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,朝日溫泉,OPEN,左前肢外傷已復原，有一小塊毛長不出來,2023-03-14,2999-12-31,2023/11/15,2023/03/14,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1697442455138.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2023,03,14,米克斯,新竹縣,新竹縣動物收容所
815,213967,DAAAG1100714003,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,東安里,OPEN,已剪耳絕育      外出散步表現很穩定  熟悉時可以摸摸互動 會聽指令坐下握手,2021-07-14,2999-12-31,2023/11/15,2021/07/14,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/cd02c9d6-0f4c-46bc-8c70-2350583092be.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,07,14,米克斯,新竹縣,新竹縣動物收容所
816,195833,DAAAG1100222004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,T,F,竹北,OPEN,親人親狗會撒嬌,2021-02-22,2999-12-31,2023/11/15,2021/02/22,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1699414081283.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,02,22,米克斯,新竹縣,新竹縣動物收容所
817,196750,DAAAG1100302004,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,湖口老街,OPEN,親人溫和 會聽指令坐下,2021-03-02,2999-12-31,2023/11/15,2021/03/02,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1700026496136.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,03,02,米克斯,新竹縣,新竹縣動物收容所
818,333512,HAAAG1121107877,12,70,南投縣公立動物收容所,狗,混種犬          ,M,MEDIUM,白色,ADULT,T,F,南投縣仁愛鄉仁和路,OPEN,,2023-11-15,2999-12-31,2023/11/15,2023/11/07,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1699421788051.png,2023/11/15,南投縣南投市嶺興路36-1號,049-2225440,2023,11,07,米克斯,南投縣,南投縣公立動物收容所
819,324533,DAAAG1120911001,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,BIG,黑黃色,ADULT,T,F,,OPEN,公告期滿開放領養,2023-10-03,2999-12-31,2023/11/15,2023/09/11,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1698041151777.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2023,09,11,米克斯,新竹縣,新竹縣動物收容所
820,219707,DAAAG1100826007,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,ADULT,T,F,竹北,OPEN,可牽遛害羞女孩   個性溫和，約10811出生，已絕育,2021-08-26,2999-12-31,2023/11/15,2021/08/26,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/6f0ef611-c786-46a9-ae98-7e78aecff15c.jpg,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2021,08,26,米克斯,新竹縣,新竹縣動物收容所
821,266695,DAAAG1110725005,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,北埔鄉,OPEN,819 蟲畢速驅蟲,2022-07-25,2999-12-31,2023/11/15,2022/07/25,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1672027174473.png,2023/11/15,新竹縣竹北市縣政五街192號,03-5519548,2022,07,25,米克斯,新竹縣,新竹縣動物收容所
822,325425,OAAAG1120915001,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,玉里榮民醫院醫護室,OPEN,,2023-10-04,2999-12-31,2023/11/15,2023/09/15,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1694753610710.png,2023/11/15,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,09,15,米克斯,花蓮縣,花蓮縣流浪犬中途之家
823,334519,1121937,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,深洲路,OPEN,,2023-11-14,2999-12-31,2023/11/15,2023/11/14,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1700012544428.png,2023/11/15,宜蘭縣五結鄉成興村利寶路60號,039602350分機620,2023,11,14,米克斯,宜蘭縣,宜蘭縣流浪動物中途之家
824,229480,PAAAG1101101001,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,BIG,黃色,ADULT,T,F,案山里21-9號旁草地,OPEN,,2021-11-08,2999-12-31,2023/11/15,2021/11/01,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/6e4fd738-fa2c-430d-bc10-e76b9b67076b.jpg,2023/11/15,澎湖縣馬公市烏崁里260、261號,06-9213559,2021,11,01,米克斯,澎湖縣,澎湖縣流浪動物收容中心
825,334560,AAAEG1121114008,3,53,新北市中和區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,中山路一段,OPEN,有晶片不開放,,2999-12-31,2023/11/14,2023/11/14,新北市中和區公立動物之家,https://www.pet.gov.tw/upload/pic/1699953252201.png,2023/11/14,新北市中和區興南路三段100號,02-86685547,2023,11,14,米克斯,新北市,新北市中和區公立動物之家
826,334559,LAAAG1121114Q12,17,75,高雄市壽山動物保護教育園區,狗,吉娃娃犬,M,SMALL,白色,ADULT,F,F,鳳頂路,OPEN,協尋飼主.暫不開放,,2999-12-31,2023/11/14,2023/11/14,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1699952145379.png,2023/11/14,高雄市鼓山區萬壽路350號,07-5519059,2023,11,14,吉娃娃犬,高雄市,高雄市壽山動物保護教育園區
827,315335,OAAAG1120703005,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑色,CHILD,T,F,和仁34-2號,OPEN,,2023-07-26,2999-12-31,2023/11/14,2023/07/03,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1688367590951.png,2023/11/14,花蓮縣鳳林鎮林榮里永豐路255號,038-421452,2023,07,03,米克斯,花蓮縣,花蓮縣流浪犬中途之家
828,326781,GAAAG1120925001,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,F,MEDIUM,虎斑色,CHILD,F,F,員南路50號,OPEN,,2023-09-25,2999-12-31,2023/11/14,2023/09/25,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1695607117273.png,2023/11/14,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,09,25,米克斯,彰化縣,彰化縣流浪狗中途之家
829,329530,GAAAG1121014007,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,MEDIUM,黑虎斑色,CHILD,F,F,開南巷63號,OPEN,,2023-10-14,2999-12-31,2023/11/14,2023/10/14,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1697255259923.png,2023/11/14,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638,2023,10,14,米克斯,彰化縣,彰化縣流浪狗中途之家
830,327058,CAAAG1120926012,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,天祥街,OPEN,,,2999-12-31,2023/11/14,2023/09/26,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1695705805531.png,2023/11/14,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760,2023,09,26,米克斯,桃園縣,桃園市動物保護教育園區
831,126894,CAAAG1081029014,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑白色,ADULT,F,F,大興里重慶街１８８巷３９弄,OPEN,,2021-12-31,2999-12-31,2023/11/14,2019/10/29,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/bac8fb8f-e09a-4697-8ad4-d229a9e40bd2.JPG,2023/11/14,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760,2019,10,29,米克斯,桃園縣,桃園市動物保護教育園區
832,330894,LAAA1121017A24,17,75,高雄市壽山動物保護教育園區,狗,混種犬          ,M,BIG,黑色,ADULT,F,F,五甲二路,OPEN,,2023-10-31,2999-12-31,2023/11/14,2023/10/17,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1699927738068.png,2023/11/14,高雄市鼓山區萬壽路350號,07-5519059,2023,10,17,米克斯,高雄市,高雄市壽山動物保護教育園區
833,334308,NAAAG1121113011,20,80,臺東縣動物收容中心,狗,混種犬          ,M,SMALL,黃色,CHILD,F,F,,OPEN,,2023-11-13,2999-12-31,2023/11/13,2023/11/13,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1699867135477.png,2023/11/13,臺東縣臺東市中華路4段999巷600號,089-362011,2023,11,13,米克斯,臺東縣,臺東縣動物收容中心
834,334307,NAAAG1121113010,20,80,臺東縣動物收容中心,狗,混種犬          ,F,SMALL,黑色,CHILD,F,F,,OPEN,,2023-11-13,2999-12-31,2023/11/13,2023/11/13,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1699867021437.png,2023/11/13,臺東縣臺東市中華路4段999巷600號,089-362011,2023,11,13,米克斯,臺東縣,臺東縣動物收容中心
835,334305,NAAAG1121113009,20,80,臺東縣動物收容中心,狗,混種犬          ,M,SMALL,黑棕色,CHILD,F,F,,OPEN,,2023-11-13,2999-12-31,2023/11/13,2023/11/13,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1699866688929.png,2023/11/13,臺東縣臺東市中華路4段999巷600號,089-362011,2023,11,13,米克斯,臺東縣,臺東縣動物收容中心
836,334295,NAAAG1121113007,20,80,臺東縣動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,F,F,,OPEN,,2023-11-13,2999-12-31,2023/11/13,2023/11/13,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1699866122440.png,2023/11/13,臺東縣臺東市中華路4段999巷600號,089-362011,2023,11,13,米克斯,臺東縣,臺東縣動物收容中心
837,321974,VAAAG112082212,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,中研里研究院路二段61巷/大坑街交口公園,OPEN,淺虎斑，消瘦,2023-11-13,2999-12-31,2023/11/13,2023/08/22,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1692688316967.png,2023/11/13,臺北市內湖區安美街191號,02-87913254,2023,08,22,米克斯,臺北市,臺北市動物之家
838,287991,111121507,2,49,臺北市動物之家,狗,混種犬          ,F,MEDIUM,黑棕色,ADULT,T,F,重慶里承德路三段,OPEN,全身嚴重皮膚病，紅項圈，臉腫。,2023-11-13,2999-12-31,2023/11/13,2022/12/15,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1671088930216.png,2023/11/13,臺北市內湖區安美街191號,02-87913254,2022,12,15,米克斯,臺北市,臺北市動物之家
839,319418,W120803-16,16,73,臺南市動物之家灣裡站,狗,柴犬                  ,F,MEDIUM,白色,ADULT,F,F,大林路35巷,OPEN,,2023-08-07,2999-12-31,2023/11/13,2023/08/03,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1699348783795.png,2023/11/13,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439,2023,08,03,柴犬,臺南市,臺南市動物之家灣裡站
840,334217,1121107D03,22,82,金門縣動物收容中心,狗,臘腸犬,M,SMALL,黃色,ADULT,T,F,塔后,OPEN,,2023-11-07,2999-12-31,2023/11/13,2023/11/07,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1699847407699.png,2023/11/13,金門縣金湖鎮裕民農莊20號,082-336625,2023,11,07,臘腸犬,金門縣,金門縣動物收容中心
841,334140,LAAAG1121113R17,17,75,高雄市壽山動物保護教育園區,狗,比特犬,M,BIG,灰色,ADULT,F,F,鳳頂路,OPEN,協尋飼主.暫不開放,,2999-12-31,2023/11/13,2023/11/13,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1699841048106.png,2023/11/13,高雄市鼓山區萬壽路350號,07-5519059,2023,11,13,比特犬,高雄市,高雄市壽山動物保護教育園區
